player,elo_overall,matches_played,elo_hard,matches_hard,elo_clay,matches_clay,elo_grass,matches_grass,elo_carpet,matches_carpet
Nagal S.,1420.6,41,1320.7,21,1531.7,19,1429.8,1,1500.0,0
Serra F.,1420.4,80,1378.1,49,1431.6,23,1393.8,8,1500.0,0
El Allami M.,1420.2,2,1500.0,0,1417.3,2,1500.0,0,1500.0,0
Ngounoue C.,1420.1,8,1438.8,7,1438.7,1,1500.0,0,1500.0,0
Kapshay V.,1419.9,1,1428.4,1,1500.0,0,1500.0,0,1500.0,0
Pieri J.,1419.4,2,1447.7,1,1448.0,1,1500.0,0,1500.0,0
Sanchez O.,1419.3,4,1500.0,0,1410.8,4,1500.0,0,1500.0,0
Deheart R.,1419.3,2,1422.0,2,1500.0,0,1500.0,0,1500.0,0
Gallovits E.,1419.1,47,1410.8,18,1450.0,24,1361.2,5,1500.0,0
Sun S.N.,1418.9,1,1421.9,1,1500.0,0,1500.0,0,1500.0,0
Podlipnik H.,1418.7,1,1500.0,0,1440.9,1,1500.0,0,1500.0,0
Evtimova D.,1418.7,10,1500.0,0,1435.5,10,1500.0,0,1500.0,0
Pedone G.,1418.4,2,1500.0,0,1391.1,2,1500.0,0,1500.0,0
Dolonts V.,1418.4,12,1350.0,6,1611.0,5,1432.6,1,1500.0,0
Stoiana M.,1418.4,2,1442.9,1,1434.9,1,1500.0,0,1500.0,0
Mishina D.,1418.3,1,1409.6,1,1500.0,0,1500.0,0,1500.0,0
Odesnik W.,1418.3,35,1354.6,18,1628.0,14,1314.2,3,1500.0,0
Chidekh C.,1418.3,2,1406.2,2,1500.0,0,1500.0,0,1500.0,0
Xun F.Y.,1418.2,10,1418.4,10,1500.0,0,1500.0,0,1500.0,0
Anderson R.,1418.0,2,1423.1,1,1473.7,1,1500.0,0,1500.0,0
Devvarman S.,1418.0,100,1482.0,72,1374.4,18,1430.8,10,1500.0,0
Tvaroskova L.,1417.9,1,1500.0,0,1423.4,1,1500.0,0,1500.0,0
Gaudio G.,1417.8,1,1500.0,0,1425.0,1,1500.0,0,1500.0,0
Junaid R.,1417.8,1,1500.0,0,1500.0,0,1440.9,1,1500.0,0
Chua A.,1417.7,1,1418.3,1,1500.0,0,1500.0,0,1500.0,0
Guskova N.,1417.3,1,1419.7,1,1500.0,0,1500.0,0,1500.0,0
Yani M.,1417.3,12,1403.3,5,1322.6,3,1602.8,4,1500.0,0
Knutson G.,1417.2,3,1432.6,2,1476.9,1,1500.0,0,1500.0,0
King K.,1417.1,7,1446.8,5,1461.6,1,1469.1,1,1500.0,0
Shimizu Y.,1417.1,1,1416.7,1,1500.0,0,1500.0,0,1500.0,0
Estrella Burgos V.,1417.0,109,1350.5,36,1562.8,56,1342.8,17,1500.0,0
Piros Z.,1417.0,5,1415.2,2,1451.4,3,1500.0,0,1500.0,0
Granollers G.,1416.5,1,1500.0,0,1429.8,1,1500.0,0,1500.0,0
Poljicak M.,1416.5,3,1500.0,0,1414.2,3,1500.0,0,1500.0,0
Sprem K.,1415.9,21,1441.4,11,1375.5,5,1470.3,5,1500.0,0
Tinjic J.,1415.7,2,1500.0,0,1413.1,2,1500.0,0,1500.0,0
Taylor G.,1415.5,2,1500.0,0,1500.0,0,1408.7,2,1500.0,0
Idmbarek Y.,1415.4,2,1500.0,0,1397.0,2,1500.0,0,1500.0,0
Reynolds B.,1415.2,22,1361.1,14,1535.7,4,1491.3,4,1500.0,0
Kim K.,1415.2,4,1456.9,3,1500.0,0,1430.9,1,1500.0,0
Bondarenko A.,1415.1,61,1427.0,38,1494.3,18,1444.0,5,1500.0,0
Giannessi A.,1415.0,35,1395.5,7,1455.3,28,1500.0,0,1500.0,0
Viola Mat.,1414.8,2,1392.5,2,1500.0,0,1500.0,0,1500.0,0
Klahn B.,1414.8,56,1418.1,43,1289.2,4,1407.4,9,1500.0,0
Washington M.,1414.5,1,1500.0,0,1423.3,1,1500.0,0,1500.0,0
Eikeri U.,1414.5,11,1424.3,6,1405.2,5,1500.0,0,1500.0,0
Mirza S.,1414.4,46,1395.2,32,1490.4,9,1338.9,5,1500.0,0
Min G.,1414.4,44,1417.7,17,1393.4,25,1408.3,2,1500.0,0
Kichenok L.,1414.3,16,1420.6,15,1500.0,0,1470.6,1,1500.0,0
Papamichail D.,1414.0,17,1459.5,11,1419.1,6,1500.0,0,1500.0,0
Zueger J.,1414.0,2,1407.5,2,1500.0,0,1500.0,0,1500.0,0
Silva J.,1413.9,1,1390.8,1,1500.0,0,1500.0,0,1500.0,0
Chvojka E.,1413.9,2,1478.3,1,1467.6,1,1500.0,0,1500.0,0
Voegele S.,1413.6,246,1399.4,149,1446.3,81,1211.8,16,1500.0,0
Oliel Y.,1413.5,2,1411.0,2,1500.0,0,1500.0,0,1500.0,0
Zayid M.S.,1413.5,3,1393.8,3,1500.0,0,1500.0,0,1500.0,0
Ghedin R.,1413.2,2,1449.9,1,1500.0,0,1457.2,1,1500.0,0
Olyanovskaya V.,1413.2,1,1500.0,0,1421.8,1,1500.0,0,1500.0,0
Pannu K.,1413.0,3,1384.9,3,1500.0,0,1500.0,0,1500.0,0
Muramatsu C.,1412.8,1,1418.4,1,1500.0,0,1500.0,0,1500.0,0
Barrena A.,1412.6,2,1500.0,0,1410.9,2,1500.0,0,1500.0,0
Popko D.,1412.3,3,1404.5,3,1500.0,0,1500.0,0,1500.0,0
Cecil M.,1412.2,1,1500.0,0,1416.3,1,1500.0,0,1500.0,0
Osaka M.,1412.0,1,1410.7,1,1500.0,0,1500.0,0,1500.0,0
Ruano Pascual V.,1411.9,2,1500.0,0,1409.1,2,1500.0,0,1500.0,0
Abdurakhimova A.,1411.6,1,1417.4,1,1500.0,0,1500.0,0,1500.0,0
Hosogi S.,1411.4,1,1418.7,1,1500.0,0,1500.0,0,1500.0,0
Searle H.,1411.0,3,1500.0,0,1500.0,0,1377.0,3,1500.0,0
Gamiz A.,1410.8,4,1415.7,1,1440.3,3,1500.0,0,1500.0,0
Jang S.,1410.6,9,1367.6,9,1500.0,0,1500.0,0,1500.0,0
Saigo R.,1410.6,3,1399.8,3,1500.0,0,1500.0,0,1500.0,0
Lazarov A.,1410.5,7,1384.7,7,1500.0,0,1500.0,0,1500.0,0
Wongteanchai V.,1410.0,5,1395.5,5,1500.0,0,1500.0,0,1500.0,0
Nedunchezhiyan J.,1409.8,1,1413.6,1,1500.0,0,1500.0,0,1500.0,0
Dougaz A.,1409.6,4,1420.2,3,1473.9,1,1500.0,0,1500.0,0
De Los Rios R.,1409.5,15,1430.4,4,1390.5,10,1424.5,1,1500.0,0
King D.,1409.5,12,1404.8,12,1500.0,0,1500.0,0,1500.0,0
Kobori M.,1409.5,2,1400.8,2,1500.0,0,1500.0,0,1500.0,0
Park S.,1409.4,3,1398.9,3,1500.0,0,1500.0,0,1500.0,0
Romboli F.,1409.3,1,1500.0,0,1420.9,1,1500.0,0,1500.0,0
Appleton E.,1409.2,2,1500.0,0,1500.0,0,1424.1,2,1500.0,0
Rincon D.,1408.6,3,1500.0,0,1399.3,3,1500.0,0,1500.0,0
Mena F.,1408.3,1,1412.1,1,1500.0,0,1500.0,0,1500.0,0
Alcaide G.,1408.1,1,1500.0,0,1500.0,0,1438.0,1,1500.0,0
Wendelken H.,1407.3,2,1500.0,0,1500.0,0,1380.8,2,1500.0,0
Higuita Barraza M. I.,1407.2,1,1500.0,0,1425.4,1,1500.0,0,1500.0,0
Eraydin B.,1407.1,7,1443.0,1,1443.4,6,1500.0,0,1500.0,0
Dunne K.,1407.0,3,1500.0,0,1500.0,0,1370.9,3,1500.0,0
Kim S.J.,1407.0,2,1374.1,2,1500.0,0,1500.0,0,1500.0,0
Linzer M.,1406.6,2,1500.0,0,1405.9,2,1500.0,0,1500.0,0
Dedura D.,1406.6,4,1500.0,0,1438.2,3,1442.0,1,1500.0,0
Jones G.,1406.5,6,1422.4,5,1500.0,0,1459.1,1,1500.0,0
Krutykh O.,1406.4,3,1428.3,2,1450.4,1,1500.0,0,1500.0,0
Soylu I.,1405.9,13,1464.3,9,1340.8,4,1500.0,0,1500.0,0
Peya A.,1405.8,2,1500.0,0,1416.7,1,1436.5,1,1500.0,0
Sun F.,1405.8,2,1380.0,2,1500.0,0,1500.0,0,1500.0,0
Rottgering M.,1405.8,3,1412.4,2,1500.0,0,1443.8,1,1500.0,0
Hartono A.,1405.6,24,1388.9,19,1372.9,2,1495.1,3,1500.0,0
Weinhold A.,1405.4,2,1374.1,2,1500.0,0,1500.0,0,1500.0,0
Kato M.,1404.9,24,1456.9,21,1391.4,2,1452.1,1,1500.0,0
Lu Y.,1404.8,7,1506.2,4,1478.8,1,1398.8,2,1500.0,0
Ghem A.,1404.8,5,1500.0,0,1400.8,5,1500.0,0,1500.0,0
Grandin N.,1404.7,2,1373.4,2,1500.0,0,1500.0,0,1500.0,0
Altamirano C.,1404.5,2,1394.8,2,1500.0,0,1500.0,0,1500.0,0
Karatantcheva S.,1404.4,72,1453.6,39,1428.1,25,1480.3,8,1500.0,0
Palkina K.,1404.4,2,1394.8,2,1500.0,0,1500.0,0,1500.0,0
Di Lorenzo F.,1404.2,21,1487.4,10,1334.5,11,1500.0,0,1500.0,0
Granollers-Pujol G.,1404.2,2,1500.0,0,1418.3,2,1500.0,0,1500.0,0
Brazhnikova A.,1404.1,2,1500.0,0,1405.8,2,1500.0,0,1500.0,0
Kalieva E.,1403.9,10,1447.6,6,1327.7,4,1500.0,0,1500.0,0
Puchkova O.,1403.5,35,1394.3,27,1446.3,4,1445.6,4,1500.0,0
Neumayer L.,1403.3,5,1500.0,0,1391.7,5,1500.0,0,1500.0,0
Skugor F.,1403.3,26,1527.3,9,1352.0,14,1322.5,3,1500.0,0
Diez S.,1403.2,10,1474.7,3,1323.9,7,1500.0,0,1500.0,0
Luzhanska T.,1403.1,6,1466.3,5,1429.8,1,1500.0,0,1500.0,0
Patience O.,1403.0,2,1500.0,0,1375.9,2,1500.0,0,1500.0,0
Reyes-Varela M.A.,1402.7,2,1453.8,1,1450.7,1,1500.0,0,1500.0,0
Sijsling I.,1402.7,131,1394.3,77,1419.2,31,1469.8,23,1500.0,0
Kalashnikova O.,1402.5,2,1412.1,2,1500.0,0,1500.0,0,1500.0,0
Ali Mutawa J.M.,1402.5,2,1393.2,2,1500.0,0,1500.0,0,1500.0,0
Ristic M.,1402.5,2,1500.0,0,1398.9,2,1500.0,0,1500.0,0
Erjavec V.,1402.4,11,1405.5,6,1434.1,2,1426.5,3,1500.0,0
Dudeney A.,1402.3,3,1500.0,0,1500.0,0,1360.6,3,1500.0,0
Samper-Montana J.,1402.3,2,1500.0,0,1397.2,2,1500.0,0,1500.0,0
Mayr P.,1402.2,93,1427.8,46,1414.7,44,1341.0,3,1500.0,0
Arevalo M.,1402.0,2,1425.5,1,1472.1,1,1500.0,0,1500.0,0
Zhao C.,1401.9,25,1385.5,18,1444.4,4,1420.8,3,1500.0,0
Lukacs V.,1401.8,4,1500.0,0,1415.5,4,1500.0,0,1500.0,0
Klec I.,1401.5,2,1458.4,1,1447.8,1,1500.0,0,1500.0,0
Naso G.,1401.4,4,1500.0,0,1392.8,4,1500.0,0,1500.0,0
Savchuk O.,1401.3,35,1389.2,30,1444.1,5,1500.0,0,1500.0,0
Radanovic D.,1401.2,3,1388.6,2,1488.6,1,1500.0,0,1500.0,0
Pervushina O.,1401.0,2,1402.2,2,1500.0,0,1500.0,0,1500.0,0
Tjandramulia O.,1400.7,1,1403.4,1,1500.0,0,1500.0,0,1500.0,0
Back D.,1400.3,5,1388.5,5,1500.0,0,1500.0,0,1500.0,0
Gullickson C.,1400.2,3,1491.4,1,1379.9,2,1500.0,0,1500.0,0
Gorgodze E.,1400.0,16,1385.4,4,1416.7,11,1414.8,1,1500.0,0
Hozumi E.,1399.8,12,1402.8,11,1500.0,0,1447.6,1,1500.0,0
Lalami N.,1399.7,6,1455.9,1,1461.1,5,1500.0,0,1500.0,0
Wolfe J.,1399.7,2,1398.8,2,1500.0,0,1500.0,0,1500.0,0
Okun N.,1399.7,2,1440.9,1,1500.0,0,1440.9,1,1500.0,0
Nam J.S.,1399.4,3,1390.6,3,1500.0,0,1500.0,0,1500.0,0
Miedler L.,1398.9,3,1423.2,2,1455.9,1,1500.0,0,1500.0,0
Topalova G.,1398.8,2,1500.0,0,1400.5,2,1500.0,0,1500.0,0
Cipolla F.,1398.5,69,1404.2,42,1426.5,21,1338.3,6,1500.0,0
Keothavong A.,1398.4,68,1448.9,46,1316.2,9,1402.1,13,1500.0,0
Serban R.,1398.4,5,1500.0,0,1378.3,5,1500.0,0,1500.0,0
Aksu A.,1398.0,4,1500.0,0,1411.9,4,1500.0,0,1500.0,0
Barros V.L.,1397.9,1,1396.9,1,1500.0,0,1500.0,0,1500.0,0
Cohen Aloro S.,1397.9,6,1351.2,4,1535.9,2,1500.0,0,1500.0,0
Gojnea M.,1397.8,4,1500.0,0,1408.6,4,1500.0,0,1500.0,0
Strakhova V.,1397.6,2,1434.3,1,1468.2,1,1500.0,0,1500.0,0
Maleckova J.,1397.5,4,1463.9,1,1392.8,3,1500.0,0,1500.0,0
Mektic N.,1397.4,8,1367.7,3,1492.7,5,1500.0,0,1500.0,0
Alves C.,1397.3,6,1434.3,1,1414.1,5,1500.0,0,1500.0,0
Torebko P.,1397.2,2,1500.0,0,1380.5,2,1500.0,0,1500.0,0
Sun S.,1396.9,3,1394.5,3,1500.0,0,1500.0,0,1500.0,0
Loffhagen G.,1396.2,4,1500.0,0,1500.0,0,1299.9,4,1500.0,0
Prpic F.,1396.2,4,1435.2,3,1434.4,1,1500.0,0,1500.0,0
Hajek J.,1396.2,74,1230.2,35,1522.6,36,1365.4,3,1500.0,0
Ilhan M.,1396.1,69,1361.1,37,1344.4,21,1483.9,11,1500.0,0
Lu J.,1396.1,2,1397.7,2,1500.0,0,1500.0,0,1500.0,0
Hamou M.,1395.9,3,1500.0,0,1375.2,3,1500.0,0,1500.0,0
Benoit M.,1395.7,2,1500.0,0,1400.7,2,1500.0,0,1500.0,0
Allgurin E.,1395.7,3,1500.0,0,1374.0,3,1500.0,0,1500.0,0
Nugroho P.,1395.6,2,1394.0,2,1500.0,0,1500.0,0,1500.0,0
Awadhy O.,1395.5,2,1399.8,2,1500.0,0,1500.0,0,1500.0,0
Botto B.,1395.2,2,1500.0,0,1395.2,2,1500.0,0,1500.0,0
Holland I.,1395.1,2,1398.6,2,1500.0,0,1500.0,0,1500.0,0
Navarro-Pastor I.,1395.1,15,1440.9,1,1442.4,11,1431.5,3,1500.0,0
Bossel A.,1395.0,2,1500.0,0,1500.0,0,1412.3,2,1500.0,0
Nedelko I.,1394.8,2,1388.1,2,1500.0,0,1500.0,0,1500.0,0
Yang Z.,1394.8,8,1369.1,8,1500.0,0,1500.0,0,1500.0,0
Struvay E.,1394.8,2,1500.0,0,1412.9,2,1500.0,0,1500.0,0
Rehberg M.,1394.6,4,1500.0,0,1354.9,4,1500.0,0,1500.0,0
Martin F.,1394.5,2,1418.5,1,1500.0,0,1447.9,1,1500.0,0
Badosa Gibert P.,1394.4,12,1343.7,3,1456.8,6,1445.9,3,1500.0,0
Martinez Cirez C.,1394.3,3,1500.0,0,1343.8,3,1500.0,0,1500.0,0
Chong E.,1394.1,5,1386.6,5,1500.0,0,1500.0,0,1500.0,0
Mitu A.,1394.0,36,1296.6,10,1467.4,23,1359.3,3,1500.0,0
Catarina L.,1394.0,4,1500.0,0,1382.1,4,1500.0,0,1500.0,0
Lister C.,1393.8,3,1500.0,0,1424.7,2,1446.5,1,1500.0,0
Chappell N.,1393.7,2,1396.7,2,1500.0,0,1500.0,0,1500.0,0
Sitak A.,1393.7,2,1389.6,2,1500.0,0,1500.0,0,1500.0,0
Cabal J.S.,1393.3,2,1500.0,0,1378.2,2,1500.0,0,1500.0,0
Giustino L.,1393.2,8,1440.6,2,1410.5,6,1500.0,0,1500.0,0
Riba-Madrid P.,1393.2,1,1500.0,0,1500.0,0,1400.6,1,1500.0,0
Gunneswaran P.,1393.0,28,1332.9,21,1443.6,1,1429.9,6,1500.0,0
Bogdanovic A.,1392.9,2,1500.0,0,1500.0,0,1399.5,2,1500.0,0
Tatishvili A.,1392.8,118,1390.7,58,1471.7,47,1378.8,13,1500.0,0
Collarini A.,1392.6,2,1500.0,0,1393.3,2,1500.0,0,1500.0,0
Svajda T.,1392.6,2,1370.5,2,1500.0,0,1500.0,0,1500.0,0
Sadikovic A.,1392.6,11,1365.2,3,1454.3,7,1493.4,1,1500.0,0
Al Mutawa J.,1392.2,2,1405.0,2,1500.0,0,1500.0,0,1500.0,0
Niland C.,1392.0,3,1497.4,1,1440.9,1,1434.8,1,1500.0,0
Teixeira M.,1392.0,6,1426.1,2,1434.9,4,1500.0,0,1500.0,0
Plipuech P.,1391.9,9,1363.2,9,1500.0,0,1500.0,0,1500.0,0
Date-Krumm K.,1391.9,15,1438.6,10,1384.5,5,1500.0,0,1500.0,0
Kudryavtsev A.,1391.7,12,1418.1,10,1500.0,0,1400.8,2,1500.0,0
Matoula M.,1391.6,2,1384.9,2,1500.0,0,1500.0,0,1500.0,0
Lizarazo Y.,1391.6,8,1500.0,0,1400.3,8,1500.0,0,1500.0,0
Baker J.,1391.4,10,1421.2,1,1500.0,0,1413.6,9,1500.0,0
Kerkhove L.,1391.1,13,1477.5,8,1336.7,3,1395.4,2,1500.0,0
Mediorreal A.V.,1390.9,2,1500.0,0,1402.0,2,1500.0,0,1500.0,0
Delic M.,1390.8,10,1443.4,2,1397.5,8,1500.0,0,1500.0,0
Di Sarra F.,1390.1,2,1500.0,0,1381.9,2,1500.0,0,1500.0,0
King-Turner D.,1390.0,2,1377.8,2,1500.0,0,1500.0,0,1500.0,0
Burillo Escorihuela I.,1389.8,4,1500.0,0,1395.6,4,1500.0,0,1500.0,0
Moroni G.M.,1389.8,2,1420.5,1,1441.1,1,1500.0,0,1500.0,0
Udomchoke D.,1389.7,5,1371.4,5,1500.0,0,1500.0,0,1500.0,0
Hobgarski K.,1389.5,4,1500.0,0,1376.3,4,1500.0,0,1500.0,0
Sanchez M.,1389.5,13,1356.4,8,1408.7,1,1517.5,4,1500.0,0
Amanmuradova A.,1389.5,75,1391.5,49,1404.7,21,1316.8,5,1500.0,0
Munoz-De La Nava D.,1388.7,26,1442.3,10,1381.3,16,1500.0,0,1500.0,0
Sousa P.,1388.4,35,1407.7,7,1431.0,27,1452.5,1,1500.0,0
Recouderc L.,1387.8,6,1407.4,4,1407.0,2,1500.0,0,1500.0,0
Baldi F.,1387.8,3,1500.0,0,1395.7,3,1500.0,0,1500.0,0
Eguchi M.,1387.6,21,1372.9,19,1517.9,2,1500.0,0,1500.0,0
Williams R.,1387.3,25,1402.0,17,1447.5,6,1414.8,2,1500.0,0
Zheng W.,1386.9,6,1370.5,6,1500.0,0,1500.0,0,1500.0,0
Szabanin N.,1386.8,3,1500.0,0,1384.6,3,1500.0,0,1500.0,0
Lee G.,1386.5,6,1500.0,0,1377.8,6,1500.0,0,1500.0,0
Junqueira D.,1386.5,15,1473.1,3,1393.2,12,1500.0,0,1500.0,0
Chiudinelli M.,1386.1,79,1381.7,50,1413.0,18,1435.9,11,1500.0,0
Schruff J.,1386.0,2,1440.9,1,1425.5,1,1500.0,0,1500.0,0
Escobar G.,1386.0,2,1500.0,0,1390.3,2,1500.0,0,1500.0,0
Molinero F.,1385.8,2,1418.1,1,1443.9,1,1500.0,0,1500.0,0
Stojsavljevic M.,1385.8,4,1415.8,1,1500.0,0,1386.7,3,1500.0,0
Arefyeva T.,1385.7,5,1424.4,4,1451.6,1,1500.0,0,1500.0,0
Jamrichova R.,1385.5,3,1399.8,2,1434.0,1,1500.0,0,1500.0,0
De Lattre M.,1385.4,2,1500.0,0,1405.6,2,1500.0,0,1500.0,0
Granville L.,1384.8,2,1384.8,2,1500.0,0,1500.0,0,1500.0,0
Zavatska K.,1384.7,33,1434.5,17,1379.7,16,1500.0,0,1500.0,0
Yang T.H.,1384.6,4,1372.0,4,1500.0,0,1500.0,0,1500.0,0
Bratchikova N.,1384.5,47,1464.1,26,1340.9,19,1316.8,2,1500.0,0
Albanese L.,1383.9,2,1432.2,1,1440.9,1,1500.0,0,1500.0,0
Ferrando C.,1383.7,3,1383.2,2,1450.9,1,1500.0,0,1500.0,0
El Jardi D.,1383.6,2,1500.0,0,1399.0,2,1500.0,0,1500.0,0
Lee Y.H.,1383.3,6,1356.5,6,1500.0,0,1500.0,0,1500.0,0
Liang E.S.,1383.2,14,1404.5,13,1477.6,1,1500.0,0,1500.0,0
Prozorova T.,1383.2,9,1344.1,6,1502.2,3,1500.0,0,1500.0,0
Hank T.,1383.1,3,1386.8,3,1500.0,0,1500.0,0,1500.0,0
Qostal L.,1383.0,2,1500.0,0,1409.8,2,1500.0,0,1500.0,0
Chiesa D.,1382.9,3,1500.0,0,1328.4,3,1500.0,0,1500.0,0
Sema E.,1382.7,11,1369.0,11,1500.0,0,1500.0,0,1500.0,0
Kremer A.,1382.5,7,1367.5,7,1500.0,0,1500.0,0,1500.0,0
Kumantsov A.,1382.4,2,1378.3,2,1500.0,0,1500.0,0,1500.0,0
Bassols M.,1382.2,17,1285.6,8,1480.6,9,1500.0,0,1500.0,0
Gerasimou A.,1382.1,2,1382.1,2,1500.0,0,1500.0,0,1500.0,0
Silva E.,1381.6,2,1500.0,0,1500.0,0,1369.0,2,1500.0,0
Kern R.,1381.6,3,1500.0,0,1389.0,3,1500.0,0,1500.0,0
Sugnaux T.,1381.5,2,1500.0,0,1379.5,2,1500.0,0,1500.0,0
Lu Jia-Jing,1381.4,3,1383.7,3,1500.0,0,1500.0,0,1500.0,0
Luangnam N.,1381.2,9,1370.7,9,1500.0,0,1500.0,0,1500.0,0
Pavic M.,1381.2,13,1397.5,2,1433.0,5,1447.6,6,1500.0,0
Monroy Y.,1380.9,2,1500.0,0,1395.6,2,1500.0,0,1500.0,0
Zacarias M.,1380.8,8,1434.3,5,1403.6,3,1500.0,0,1500.0,0
Ramanathan R.,1380.6,41,1280.2,31,1500.0,0,1642.5,10,1500.0,0
Galvani S.,1380.2,2,1426.3,1,1440.7,1,1500.0,0,1500.0,0
Ilkel C.,1379.9,20,1424.2,13,1355.3,4,1356.2,3,1500.0,0
Garbin T.,1379.4,27,1404.4,14,1428.1,12,1415.0,1,1500.0,0
Zhang Yux.,1379.3,9,1380.6,9,1500.0,0,1500.0,0,1500.0,0
Sanders S.,1379.3,35,1394.4,27,1369.0,7,1451.9,1,1500.0,0
Olaru I.,1379.1,20,1327.7,6,1406.7,11,1490.7,3,1500.0,0
El Aouni A.,1379.1,3,1500.0,0,1386.2,3,1500.0,0,1500.0,0
Przysiezny M.,1379.1,64,1405.4,40,1253.7,12,1414.8,12,1500.0,0
Day K.,1378.7,35,1400.0,23,1346.0,10,1437.0,2,1500.0,0
Pospisil J.,1378.3,7,1468.3,3,1400.1,2,1413.5,2,1500.0,0
Mello R.,1377.6,47,1362.7,19,1453.1,24,1451.4,4,1500.0,0
Rottmann N.,1377.6,2,1432.9,1,1436.6,1,1500.0,0,1500.0,0
Vidmanova D.,1377.6,7,1392.1,5,1469.8,1,1478.3,1,1500.0,0
Falei A.,1377.4,3,1403.5,2,1430.5,1,1500.0,0,1500.0,0
Guccione C.,1377.2,10,1408.1,5,1482.9,2,1373.6,3,1500.0,0
Scott K.,1377.1,7,1392.4,6,1440.4,1,1500.0,0,1500.0,0
Tu L.,1377.1,14,1346.5,10,1500.0,0,1412.2,4,1500.0,0
Naklo T.,1376.9,3,1364.6,3,1500.0,0,1500.0,0,1500.0,0
Barte H.,1376.9,2,1383.1,2,1500.0,0,1500.0,0,1500.0,0
Moya C.,1376.8,8,1413.4,4,1368.2,4,1500.0,0,1500.0,0
Hesse A.,1376.4,21,1404.8,6,1323.1,14,1439.2,1,1500.0,0
Korolev E.,1376.3,40,1460.3,21,1338.1,14,1411.4,5,1500.0,0
Bobusic B.,1375.8,4,1365.9,4,1500.0,0,1500.0,0,1500.0,0
Zuk K.,1375.7,3,1426.2,2,1429.4,1,1500.0,0,1500.0,0
Brancaccio N.,1375.0,14,1500.0,0,1328.5,14,1500.0,0,1500.0,0
Saville L.,1375.0,9,1347.4,3,1500.0,0,1429.1,6,1500.0,0
Fedak Y.,1374.9,2,1376.2,2,1500.0,0,1500.0,0,1500.0,0
Holt B.,1374.6,18,1333.7,14,1440.9,1,1462.2,3,1500.0,0
Lapentti G.,1373.8,6,1454.9,1,1445.1,4,1440.9,1,1500.0,0
Jaksic J.,1373.7,17,1460.0,12,1382.0,3,1411.0,2,1500.0,0
Muster T.,1373.5,3,1384.2,2,1460.6,1,1500.0,0,1500.0,0
Craybas J.,1373.5,74,1366.4,38,1414.8,31,1355.4,5,1500.0,0
Dustov F.,1373.5,5,1500.0,0,1375.0,3,1419.5,2,1500.0,0
Cermak F.,1373.3,2,1370.3,2,1500.0,0,1500.0,0,1500.0,0
Desein N.,1373.1,3,1436.6,1,1451.4,1,1425.8,1,1500.0,0
Raina A.,1372.9,18,1362.3,14,1404.1,2,1377.2,2,1500.0,0
Diatchenko V.,1372.8,53,1322.1,35,1464.3,9,1406.9,9,1500.0,0
Hatouka Y.,1372.3,6,1455.7,1,1415.8,3,1415.0,2,1500.0,0
Zhang Ze,1372.1,11,1363.9,11,1500.0,0,1500.0,0,1500.0,0
Tseng C.H.,1371.9,29,1385.4,16,1451.6,10,1320.0,3,1500.0,0
Grymalska A.,1371.9,4,1500.0,0,1346.1,4,1500.0,0,1500.0,0
Torres Murcia M.C.,1371.7,2,1500.0,0,1371.5,2,1500.0,0,1500.0,0
Muhammad A.,1371.7,20,1421.9,15,1336.3,3,1413.8,2,1500.0,0
Simmonds C.,1371.7,2,1366.0,2,1500.0,0,1500.0,0,1500.0,0
Horansky F.,1371.6,8,1462.8,1,1409.1,6,1439.6,1,1500.0,0
Sfar S.,1371.1,2,1407.1,1,1423.3,1,1500.0,0,1500.0,0
Lim A.,1370.4,17,1456.9,8,1316.9,9,1500.0,0,1500.0,0
Majeric T.,1369.9,14,1411.1,11,1372.8,3,1500.0,0,1500.0,0
Pavlovic I.,1369.8,5,1370.9,2,1430.6,3,1500.0,0,1500.0,0
Shimizu A.,1369.2,3,1347.0,3,1500.0,0,1500.0,0,1500.0,0
Ball C.,1368.8,11,1342.5,7,1525.1,2,1381.3,2,1500.0,0
Setkic A.,1368.6,3,1435.7,1,1419.6,2,1500.0,0,1500.0,0
Aguilar J.,1368.6,4,1500.0,0,1364.0,4,1500.0,0,1500.0,0
Balleret B.,1368.3,5,1451.7,1,1383.1,4,1500.0,0,1500.0,0
Mukund S.,1368.2,3,1394.6,2,1500.0,0,1440.9,1,1500.0,0
Stadler S.,1368.2,2,1431.1,1,1500.0,0,1430.9,1,1500.0,0
Lopez Villasenor G.,1368.2,4,1344.2,4,1500.0,0,1500.0,0,1500.0,0
Reister J.,1368.1,46,1289.6,5,1381.6,32,1470.1,9,1500.0,0
Bozoljac I.,1367.9,10,1310.2,4,1500.0,0,1448.2,6,1500.0,0
Aoyama S.,1366.7,5,1391.8,4,1500.0,0,1440.9,1,1500.0,0
Grosjean S.,1366.4,4,1366.4,4,1500.0,0,1500.0,0,1500.0,0
Draxl L.,1366.3,4,1363.6,3,1430.9,1,1500.0,0,1500.0,0
Benchetrit E.,1366.3,10,1385.6,2,1387.5,8,1500.0,0,1500.0,0
Vatutin A.,1366.1,9,1385.8,3,1415.4,6,1500.0,0,1500.0,0
Marand S.,1365.6,3,1404.4,2,1440.9,1,1500.0,0,1500.0,0
Ditty J.,1365.6,2,1397.5,1,1423.3,1,1500.0,0,1500.0,0
Klein B.,1365.5,7,1438.8,3,1500.0,0,1365.8,4,1500.0,0
